CVE_EVALUACION,CVE_SOLICITUD,SID,CVE_BECA,CVE_REGLA,PORCENTAJE_OTORGADO,MONTO_OTORGADO,RESULTADO,OBSERVACIONES,EVALUADOR,FECHA_EVALUACION,FECHA_ACT
EVA202502482,SOL202503848,1239,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_08,2025-03-04,2025-03-04
EVA202502483,SOL202503851,5568,BEC003,REG00001,50.0,2477.26,APROBADA,Cumple criterios establecidos,ADM_BECAS_02,2025-03-10,2025-03-10
EVA202502484,SOL202503853,3769,BEC003,REG00001,50.0,745.73,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-02-26,2025-02-26
EVA202502485,SOL202503854,5625,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_05,2025-03-04,2025-03-04
EVA202502486,SOL202503855,6675,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_01,2025-02-28,2025-02-28
EVA202502487,SOL202503857,1862,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_10,2025-03-05,2025-03-05
EVA202502488,SOL202503858,8072,BEC004,REG00021,100.0,4420.85,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202502489,SOL202503861,6969,BEC004,REG00021,100.0,3845.15,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-02-05,2025-02-05
EVA202502490,SOL202503862,4858,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_06,2025-02-13,2025-02-13
EVA202502491,SOL202503864,3925,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-02-10,2025-02-10
EVA202502492,SOL202503865,1046,BEC003,REG00004,10.0,184.12,APROBADA,Cumple criterios establecidos,ADM_BECAS_10,2025-02-18,2025-02-18
EVA202502493,SOL202503866,1620,BEC004,REG00021,100.0,4807.26,APROBADA,Cumple criterios establecidos,ADM_BECAS_02,2025-03-08,2025-03-08
EVA202502494,SOL202503869,5545,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-02-12,2025-02-12
EVA202502495,SOL202503870,3249,BEC004,REG00024,0.0,0.0,CANCELADA,,ADM_BECAS_05,2025-03-11,2025-03-11
EVA202502496,SOL202503871,9197,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-03-15,2025-03-15
EVA202502497,SOL202503872,5243,BEC002,REG00041,30.0,494.67,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-15,2025-02-15
EVA202502498,SOL202503874,1203,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-02-14,2025-02-14
EVA202502499,SOL202503876,101,BEC003,REG00002,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_03,2025-03-11,2025-03-11
EVA202502500,SOL202503877,1448,BEC004,REG00022,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_09,2025-03-01,2025-03-01
EVA202502501,SOL202503883,9925,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_03,2025-03-04,2025-03-04
EVA202502502,SOL202503885,4393,BEC002,REG00041,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_05,2025-02-09,2025-02-09
EVA202502503,SOL202503887,6728,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_05,2025-02-21,2025-02-21
EVA202502504,SOL202503888,8211,BEC004,REG00021,100.0,3546.52,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-03-01,2025-03-01
EVA202502505,SOL202503889,8607,BEC003,REG00001,50.0,585.55,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-03-10,2025-03-10
EVA202502506,SOL202503893,5590,BEC003,REG00003,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_09,2025-02-12,2025-02-12
EVA202502507,SOL202503896,6689,BEC004,REG00021,100.0,1561.17,APROBADA,Aprobada por comité de becas,ADM_BECAS_10,2025-02-20,2025-02-20
EVA202502508,SOL202503898,3436,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-03-12,2025-03-12
EVA202502509,SOL202503899,3058,BEC004,REG00021,100.0,4213.84,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-03-04,2025-03-04
EVA202502510,SOL202503901,6144,BEC004,REG00021,100.0,3462.76,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-03-09,2025-03-09
EVA202502511,SOL202503902,2800,BEC004,REG00021,100.0,2550.95,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-07,2025-02-07
EVA202502512,SOL202503903,9092,BEC003,REG00005,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-02-11,2025-02-11
EVA202502513,SOL202503906,8423,BEC003,REG00003,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-02-28,2025-02-28
EVA202502514,SOL202503908,7316,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-02-10,2025-02-10
EVA202502515,SOL202503909,1166,BEC003,REG00002,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-03-01,2025-03-01
EVA202502516,SOL202503910,5588,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-02-01,2025-02-01
EVA202502517,SOL202503912,9422,BEC004,REG00021,100.0,2606.88,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-02-16,2025-02-16
EVA202502518,SOL202503913,3074,BEC004,REG00022,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_10,2025-02-20,2025-02-20
EVA202502519,SOL202503914,3144,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-02-19,2025-02-19
EVA202502520,SOL202503916,7026,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-03-10,2025-03-10
EVA202502521,SOL202503917,5141,BEC003,REG00002,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_09,2025-02-26,2025-02-26
EVA202502522,SOL202503918,9681,BEC001,REG00037,100.0,3333.16,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-19,2025-02-19
EVA202502523,SOL202503920,2067,BEC002,REG00041,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_03,2025-03-10,2025-03-10
EVA202502524,SOL202503922,321,BEC003,REG00001,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_01,2025-02-18,2025-02-18
EVA202502525,SOL202503925,1139,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-02-16,2025-02-16
EVA202502526,SOL202503927,9080,BEC003,REG00001,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_03,2025-03-07,2025-03-07
EVA202502527,SOL202503929,3908,BEC004,REG00021,100.0,1552.58,APROBADA,Aprobada por comité de becas,ADM_BECAS_10,2025-03-01,2025-03-01
EVA202502528,SOL202503930,5677,BEC002,REG00041,30.0,1123.14,APROBADA,Aprobada por comité de becas,ADM_BECAS_10,2025-02-11,2025-02-11
EVA202502529,SOL202503931,4712,BEC001,REG00037,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_07,2025-03-10,2025-03-10
EVA202502530,SOL202503932,3344,BEC003,REG00004,10.0,243.07,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-02-02,2025-02-02
EVA202502531,SOL202503934,1447,BEC004,REG00021,100.0,1147.3,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-20,2025-02-20
EVA202502532,SOL202503935,10320,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_01,2025-02-02,2025-02-02
EVA202502533,SOL202503937,4176,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_09,2025-02-25,2025-02-25
EVA202502534,SOL202503938,8345,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_02,2025-02-03,2025-02-03
EVA202502535,SOL202503939,9516,BEC002,REG00041,30.0,575.64,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-03-03,2025-03-03
EVA202502536,SOL202503940,5296,BEC003,REG00001,50.0,765.66,APROBADA,Cumple criterios establecidos,ADM_BECAS_06,2025-02-10,2025-02-10
EVA202502537,SOL202503941,4451,BEC003,REG00003,25.0,696.75,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-02-02,2025-02-02
EVA202502538,SOL202503942,9071,BEC003,REG00002,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_04,2025-02-06,2025-02-06
EVA202502539,SOL202503945,2179,BEC004,REG00021,100.0,4512.82,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-03-12,2025-03-12
EVA202502540,SOL202503949,8633,BEC001,REG00037,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_10,2025-02-11,2025-02-11
EVA202502541,SOL202503950,587,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_07,2025-02-22,2025-02-22
EVA202502542,SOL202503951,5852,BEC004,REG00021,100.0,1230.34,APROBADA,Documentación completa y verificada,ADM_BECAS_07,2025-02-28,2025-02-28
EVA202502543,SOL202503952,8001,BEC003,REG00002,40.0,651.23,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-28,2025-02-28
EVA202502544,SOL202503953,2596,BEC002,REG00041,30.0,1387.85,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-08,2025-02-08
EVA202502545,SOL202503954,10187,BEC001,REG00037,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_09,2025-03-02,2025-03-02
EVA202502546,SOL202503955,858,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_03,2025-02-13,2025-02-13
EVA202502547,SOL202503959,7526,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_10,2025-03-03,2025-03-03
EVA202502548,SOL202503960,6972,BEC004,REG00021,100.0,3181.13,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-02-03,2025-02-03
EVA202502549,SOL202503961,6885,BEC002,REG00041,30.0,610.47,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-02-12,2025-02-12
EVA202502550,SOL202503962,1193,BEC004,REG00021,100.0,2283.47,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-02,2025-02-02
EVA202502551,SOL202503963,3854,BEC003,REG00004,0.0,0.0,CANCELADA,,ADM_BECAS_09,2025-03-02,2025-03-02
EVA202502552,SOL202503965,5779,BEC004,REG00021,100.0,4953.02,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-25,2025-02-25
EVA202502553,SOL202503966,6042,BEC003,REG00002,40.0,971.7,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-21,2025-02-21
EVA202502554,SOL202503967,9853,BEC004,REG00021,100.0,2214.75,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_03,2025-02-24,2025-02-24
EVA202502555,SOL202503968,8702,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-02,2025-03-02
EVA202502556,SOL202503969,9848,BEC002,REG00041,30.0,1004.91,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-03-08,2025-03-08
EVA202502557,SOL202503970,4329,BEC003,REG00004,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_07,2025-02-01,2025-02-01
EVA202502558,SOL202503971,2597,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_03,2025-02-18,2025-02-18
EVA202502559,SOL202503973,289,BEC004,REG00021,100.0,3682.81,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202502560,SOL202503974,4915,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-02-22,2025-02-22
EVA202502561,SOL202503975,2135,BEC004,REG00023,50.0,667.3,APROBADA,Cumple criterios establecidos,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202502562,SOL202503976,3583,BEC001,REG00037,100.0,2128.06,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-03-04,2025-03-04
EVA202502563,SOL202503977,1019,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_06,2025-03-13,2025-03-13
EVA202502564,SOL202503978,7480,BEC003,REG00004,10.0,259.86,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-10,2025-02-10
EVA202502565,SOL202503979,7293,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_06,2025-03-09,2025-03-09
EVA202502566,SOL202503980,4802,BEC004,REG00021,100.0,1324.67,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-03-05,2025-03-05
EVA202502567,SOL202503981,4300,BEC001,REG00037,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-02,2025-02-02
EVA202502568,SOL202503982,688,BEC001,REG00037,100.0,4979.99,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-03-10,2025-03-10
EVA202502569,SOL202503986,8374,BEC004,REG00021,100.0,4979.89,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-02-01,2025-02-01
EVA202502570,SOL202503987,2605,BEC002,REG00041,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_04,2025-03-11,2025-03-11
EVA202502571,SOL202503989,5464,BEC003,REG00002,40.0,1850.09,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-02-28,2025-02-28
EVA202502572,SOL202503991,9820,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_04,2025-02-21,2025-02-21
EVA202502573,SOL202503993,8404,BEC004,REG00021,100.0,4278.31,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-24,2025-02-24
EVA202502574,SOL202503996,9480,BEC003,REG00003,25.0,1213.71,APROBADA,Aprobada por comité de becas,ADM_BECAS_10,2025-02-05,2025-02-05
EVA202502575,SOL202503997,5676,BEC003,REG00003,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-02-26,2025-02-26
EVA202502576,SOL202503998,2300,BEC003,REG00001,50.0,1857.62,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-24,2025-02-24
EVA202502577,SOL202503999,903,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_01,2025-02-17,2025-02-17
EVA202502578,SOL202504000,6017,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_07,2025-03-14,2025-03-14
EVA202502579,SOL202504002,6434,BEC004,REG00021,100.0,2222.74,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-22,2025-02-22
EVA202502580,SOL202504003,3667,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_04,2025-02-04,2025-02-04
EVA202502581,SOL202504005,2388,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-07,2025-02-07
EVA202502582,SOL202504007,4233,BEC004,REG00023,50.0,938.32,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-22,2025-02-22
EVA202502583,SOL202504008,1468,BEC004,REG00021,100.0,2662.25,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-07,2025-02-07
EVA202502584,SOL202504010,2194,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_06,2025-02-11,2025-02-11
EVA202502585,SOL202504011,10220,BEC004,REG00021,100.0,3641.8,APROBADA,Aprobada por comité de becas,ADM_BECAS_02,2025-02-07,2025-02-07
EVA202502586,SOL202504012,8695,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_04,2025-02-05,2025-02-05
EVA202502587,SOL202504014,8360,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_08,2025-03-07,2025-03-07
EVA202502588,SOL202504016,6479,BEC003,REG00004,10.0,101.57,APROBADA,Documentación completa y verificada,ADM_BECAS_06,2025-02-26,2025-02-26
EVA202502589,SOL202504017,2053,BEC003,REG00001,0.0,0.0,CANCELADA,,ADM_BECAS_09,2025-02-14,2025-02-14
EVA202502590,SOL202504018,2073,BEC003,REG00001,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_09,2025-02-19,2025-02-19
EVA202502591,SOL202504019,4536,BEC003,REG00001,50.0,668.33,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-03-13,2025-03-13
EVA202502592,SOL202504021,2225,BEC003,REG00004,10.0,232.73,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_09,2025-02-12,2025-02-12
EVA202502593,SOL202504022,114,BEC004,REG00021,100.0,3805.21,APROBADA,Aprobada por comité de becas,ADM_BECAS_01,2025-03-04,2025-03-04
EVA202502594,SOL202504023,7682,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_04,2025-02-08,2025-02-08
EVA202502595,SOL202504024,2196,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_03,2025-02-20,2025-02-20
EVA202502596,SOL202504026,7743,BEC003,REG00001,0.0,0.0,CANCELADA,,ADM_BECAS_05,2025-03-11,2025-03-11
EVA202502597,SOL202504027,108,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202502598,SOL202504028,2578,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_02,2025-03-04,2025-03-04
EVA202502599,SOL202504029,9640,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_03,2025-02-16,2025-02-16
EVA202502600,SOL202504031,3619,BEC003,REG00005,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-03-05,2025-03-05
EVA202502601,SOL202504032,7892,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-02-02,2025-02-02
EVA202502602,SOL202504033,7080,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_06,2025-02-11,2025-02-11
EVA202502603,SOL202504034,5719,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_07,2025-02-04,2025-02-04
EVA202502604,SOL202504035,4149,BEC003,REG00003,25.0,429.62,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-01,2025-02-01
EVA202502605,SOL202504036,7162,BEC003,REG00004,10.0,274.34,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-03-15,2025-03-15
EVA202502606,SOL202504037,1444,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-02-06,2025-02-06
EVA202502607,SOL202504038,4414,BEC004,REG00021,100.0,2334.04,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-09,2025-02-09
EVA202502608,SOL202504042,672,BEC003,REG00004,10.0,461.67,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-14,2025-02-14
EVA202502609,SOL202504045,7518,BEC004,REG00022,75.0,3111.19,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-02-12,2025-02-12
EVA202502610,SOL202504046,1466,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-03-01,2025-03-01
EVA202502611,SOL202504047,6837,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_07,2025-03-11,2025-03-11
EVA202502612,SOL202504049,9021,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-03-13,2025-03-13
EVA202502613,SOL202504052,4484,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_01,2025-03-06,2025-03-06
EVA202502614,SOL202504053,3494,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-02-18,2025-02-18
EVA202502615,SOL202504056,7320,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-03-09,2025-03-09
EVA202502616,SOL202504057,3099,BEC003,REG00004,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_07,2025-02-15,2025-02-15
EVA202502617,SOL202504058,5293,BEC004,REG00024,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-10,2025-02-10
EVA202502618,SOL202504059,7072,BEC004,REG00021,100.0,1663.3,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-24,2025-02-24
EVA202502619,SOL202504062,2562,BEC003,REG00003,25.0,566.3,APROBADA,Documentación completa y verificada,ADM_BECAS_02,2025-02-04,2025-02-04
EVA202502620,SOL202504063,978,BEC003,REG00002,40.0,1631.76,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-20,2025-02-20
EVA202502621,SOL202504064,2363,BEC004,REG00021,100.0,4235.49,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-02-08,2025-02-08
EVA202502622,SOL202504065,9639,BEC003,REG00005,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-02-20,2025-02-20
EVA202502623,SOL202504066,6458,BEC003,REG00005,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_02,2025-02-03,2025-02-03
EVA202502624,SOL202504067,8755,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_07,2025-02-12,2025-02-12
EVA202502625,SOL202504069,8216,BEC004,REG00021,100.0,1785.66,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-19,2025-02-19
EVA202502626,SOL202504070,1108,BEC004,REG00021,100.0,3065.19,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-03-13,2025-03-13
EVA202502627,SOL202504071,8748,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_09,2025-02-16,2025-02-16
EVA202502628,SOL202504072,10296,BEC004,REG00021,100.0,3786.01,APROBADA,Documentación completa y verificada,ADM_BECAS_08,2025-02-02,2025-02-02
EVA202502629,SOL202504073,3869,BEC004,REG00021,100.0,1870.02,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-02-10,2025-02-10
EVA202502630,SOL202504075,5268,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-02-22,2025-02-22
EVA202502631,SOL202504076,5199,BEC002,REG00041,30.0,1302.29,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-08,2025-02-08
EVA202502632,SOL202504077,4768,BEC004,REG00021,100.0,2103.56,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-06,2025-02-06
EVA202502633,SOL202504078,9461,BEC003,REG00001,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-03-11,2025-03-11
EVA202502634,SOL202504079,1971,BEC003,REG00003,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_07,2025-02-25,2025-02-25
EVA202502635,SOL202504080,229,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_02,2025-02-01,2025-02-01
EVA202502636,SOL202504081,865,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_09,2025-02-15,2025-02-15
EVA202502637,SOL202504082,5055,BEC003,REG00002,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-03-11,2025-03-11
EVA202502638,SOL202504083,4971,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_04,2025-03-05,2025-03-05
EVA202502639,SOL202504088,7508,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-03,2025-02-03
EVA202502640,SOL202504090,5220,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-02-26,2025-02-26
EVA202502641,SOL202504091,5897,BEC004,REG00022,75.0,3015.49,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-02-02,2025-02-02
EVA202502642,SOL202504093,4003,BEC001,REG00037,100.0,3046.02,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-03-13,2025-03-13
EVA202502643,SOL202504094,3887,BEC001,REG00037,100.0,4261.77,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-20,2025-02-20
EVA202502644,SOL202504095,5250,BEC001,REG00037,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-02-24,2025-02-24
EVA202502645,SOL202504096,10035,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-03-14,2025-03-14
EVA202502646,SOL202504097,1767,BEC003,REG00002,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-02-25,2025-02-25
EVA202502647,SOL202504100,9688,BEC002,REG00041,30.0,1076.96,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-02-17,2025-02-17
EVA202502648,SOL202504101,4223,BEC003,REG00003,25.0,370.97,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-04,2025-03-04
EVA202502649,SOL202504102,7688,BEC003,REG00002,40.0,1428.55,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-12,2025-02-12
EVA202502650,SOL202504104,3405,BEC003,REG00004,10.0,177.93,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-02-21,2025-02-21
EVA202502651,SOL202504105,1613,BEC003,REG00002,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-06,2025-02-06
EVA202502652,SOL202504106,2210,BEC003,REG00005,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_06,2025-02-27,2025-02-27
EVA202502653,SOL202504107,426,BEC004,REG00023,50.0,917.52,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-02-26,2025-02-26
EVA202502654,SOL202504108,8756,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_01,2025-03-05,2025-03-05
