CVE_SOLICITUD,SID,MATRICULA,CVE_BECA,PERIODO,MOTIVO,INGRESO_FAMILIAR,NUM_DEPENDIENTES,TRABAJA,HORAS_TRABAJO,ESTADO_SOLICITUD,FECHA_SOLICITUD,FECHA_ACT
SOL202504411,5651,2023B05651,BEC003,2024CC,Quiero ser el primero en mi familia en terminar una carrera,14427.02,1,True,35,PENDIENTE,2025-01-11,2025-01-13
SOL202504412,9168,2021C09168,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,5264.04,3,False,0,APROBADA,2024-12-05,2025-01-05
SOL202504413,405,2023A00405,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,14735.69,2,True,20,PENDIENTE,2025-02-09,16-02-2025
SOL202504414,9082,2023A09082,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,7028.71,3,False,0,RECHAZADA,2025-01-06,2025-01-19
SOL202504415,4228,2022B04228,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,2500,4,False,0,PENDIENTE,2024-11-23,2025-03-14
SOL202504416,4116,2024B04116,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,4784.53,2,False,0,APROBADA,2024-11-09,2025-02-27
SOL202504417,7831,2021A07831,BEC003,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,6112.23,6,False,0,EN_REVISION,2025-01-20,2025-03-11
SOL202504418,5074,2023C05074,BEC003,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,5042.88,2,False,0,APROBADA,2025-02-05,2025-01-27
SOL202504419,292,2020B00292,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,-,3,False,0,PENDIENTE,2025-02-14,2025-01-28
SOL202504420,8706,2020B08706,BEC002,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,3642.96,4,True,48,RECHAZADA,2025-02-08,2025-03-09
SOL202504421,5387,2019C05387,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,12293.98,2,False,0,RECHAZADA,2025-02-05,2025-03-07
SOL202504422,1315,2019A01315,BEC002,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,16371.62,2,True,30,EN_REVISION,2025-02-11,2025-02-21
SOL202504423,6496,2025B06496,BEC001,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,24268.91,6,False,0,CANCELADA,2025-02-18,2025-03-14
SOL202504424,9289,2022A09289,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,9194.79,2,False,0,EN_REVISION,2024-12-10,2025-01-27
SOL202504425,9676,2024C09676,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,10588.03,4,False,0,CANCELADA,2024-12-26,2025-01-05
SOL202504426,6464,2025B06464,BEC003,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,27595.86,2,False,0,EN_REVISION,2025-02-18,2025-01-29
SOL202504427,5392,2020B05392,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios,13248.12,4,False,0,APROBADA,2025-01-17,01/06/2025
SOL202504428,4643,2023B04643,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,22645.63,2,True,20,PENDIENTE,2024-11-24,15/02/2025
SOL202504429,4470,2023B04470,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,9482.06,6,False,0,APROBADA,2024-11-17,2025-02-27
SOL202504430,4219,2021A04219,BEC002,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,9589.05,1,True,30,EN_REVISION,2024-11-15,2025-02-08
SOL202504431,3620,2023B03620,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,8406.09,5,False,0,EN_REVISION,2024-12-30,2025-02-19
SOL202504432,6192,2023B06192,BEC002,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,3026.77,3,True,10,PENDIENTE,2024-12-19,2025-01-27
SOL202504433,7589,2021B07589,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,8223.33,2,False,0,RECHAZADA,2024-12-13,2025-01-15
SOL202504434,7960,2023C07960,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,11904.54,7,False,0,APROBADA,2024-12-16,2025-03-09
SOL202504435,427,2024C00427,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,7998.52,4,False,0,RECHAZADA,2025-01-07,2025-02-08
SOL202504436,1181,2022C01181,BEC003,2024CC,Necesito apoyo económico para continuar mis estudios,2827.41,2,True,35,EN_REVISION,2025-01-10,2025-03-07
SOL202504437,8197,2023B08197,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,8567.19,6,False,0,APROBADA,2025-01-29,2025-02-20
SOL202504438,4376,2018B04376,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,12104.36,5,False,0,APROBADA,2024-12-07,2025-03-01
SOL202504439,3725,2021A03725,BEC004,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5567.77,5,False,0,EN_REVISION,2025-02-22,2025-01-24
SOL202504440,10211,2023C10211,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,17408.42,6,True,30,RECHAZADA,2025-01-14,2025-01-18
SOL202504441,2070,2023A02070,BEC004,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,3709.51,1,False,0,EN_REVISION,2025-01-01,2025-01-31
SOL202504442,2915,2021B02915,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,7258.74,3,True,25,RECHAZADA,2025-02-03,2025-02-28
SOL202504443,8463,2020A08463,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,6944.08,5,True,10,RECHAZADA,2024-11-25,2025-01-14
SOL202504444,8067,2025A08067,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,15382.21,2,True,15,RECHAZADA,2024-12-09,2025-01-12
SOL202504445,2660,2021B02660,BEC004,2024CC,Quiero ser el primero en mi familia en terminar una carrera,9123.8,2,1,0,EN_REVISION,2025-02-02,2025-01-19
SOL202504446,9011,2023B09011,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,8293.68,8,True,10,CANCELADA,2025-02-07,2025-02-28
SOL202504447,9525,2019B09525,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,4125.39,7,True,0,PENDIENTE,2024-12-15,2025-02-18
SOL202504448,4830,2023C04830,BEC002,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7529.76,5,True,48,CANCELADA,2024-11-21,2025-02-28
SOL202504449,1630,2021C01630,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,3826.32,6,False,0,PENDIENTE,2025-02-11,2025-02-18
SOL202504450,9559,2025C09559,BEC001,2024CC,Quiero ser el primero en mi familia en terminar una carrera,5638.17,3,False,0,APROBADA,2024-12-06,2025-02-13
SOL202504451,3230,2024A03230,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,19606.77,4,True,35,APROBADA,2024-11-02,2025-02-16
SOL202504452,6611,2023B06611,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,4978.12,3,True,20,EN_REVISION,2025-02-15,2025-01-13
SOL202504453,1451,2023B01451,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,7422.38,2,False,0,RECHAZADA,2025-01-11,2025-02-20
SOL202504454,3179,2019C03179,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,5545.96,5,False,0,RECHAZADA,2024-12-19,2025-01-21
SOL202504455,5768,2022A05768,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,3955.76,2,False,0,EN_REVISION,2025-02-26,2025-02-22
SOL202504456,4188,2023A04188,BEC002,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,NULL,3,False,0,PENDIENTE,2025-01-20,2025-02-06
SOL202504457,1858,2023B01858,BEC002,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,4027.72,4,True,0,RECHAZADA,2024-11-10,2025-02-20
SOL202504458,2500,2023B02500,BEC003,2025CA,necesito apoyo económico para continuar mis estudios,7161.44,2,False,0,RECHAZADA,2024-12-15,2025-03-09
SOL202504459,594,2024C00594,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,5794.31,3,False,0,APROBADA,2024-12-07,2025-01-22
SOL202504460,55,2022C00055,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,8836.93,3,False,0,APROBADA,2025-01-20,2025-01-31
SOL202504461,10268,2022C10268,BEC004,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,2500,5,False,0,RECHAZADA,2025-02-13,2025-01-30
SOL202504462,3140,2021B03140,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,4416.45,3,True,48,RECHAZADA,2024-12-14,2025-02-21
SOL202504463,8188,2023C08188,BEC002,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,37373.52,4,True,20,EN_REVISION,2024-12-05,2025-01-08
SOL202504464,8274,2024C08274,BEC003,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,21964.71,3,1,10,RECHAZADA,2025-02-12,2025-01-07
SOL202504465,2126,2021C02126,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,10545.26,3,True,10,CANCELADA,2025-02-21,2025-02-01
SOL202504466,7249,2023A07249,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,22043.57,6,False,0,APROBADA,2024-12-29,2025-02-19
SOL202504467,5860,2023A05860,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,13354.79,2,True,10,CANCELADA,2025-01-22,2025-01-07
SOL202504468,7138,2024A07138,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,3526.01,4,True,35,APROBADA,2025-02-21,2025-01-12
SOL202504469,8834,2024C08834,BEC003,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,9780.43,2,True,15,APROBADA,2024-12-15,2025-01-21
SOL202504470,2280,2025C02280,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,7560.04,6,True,20,PENDIENTE,2024-11-14,2025-01-11
SOL202504471,2623,2018A02623,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,8916.9,5,True,20,EN_REVISION,2024-11-24,2025-01-26
SOL202504472,6859,2021C06859,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,14001.5,3,False,0,APROBADA,2025-01-29,2025-02-10
SOL202504473,7290,2025A07290,BEC001,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,8981.49,4,False,0,APROBADA,2024-12-29,2025-02-26
SOL202504474,4154,2018C04154,BEC003,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,17273.92,3,True,30,RECHAZADA,2025-01-22,2025-02-17
SOL202504475,2587,2024A02587,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,8961.05,5,False,0,RECHAZADA,2024-12-18,2025-02-21
SOL202504476,4906,2022A04906,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,4883.7,5,False,0,PENDIENTE,2024-11-26,2025-02-26
SOL202504477,6924,2023B06924,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,N/A,3,True,30,APROBADA,2025-02-01,2025-01-18
SOL202504478,2536,2022B02536,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,12074.03,3,True,20,APROBADA,2025-02-02,2025-03-12
SOL202504479,7527,2023C07527,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,8725.64,4,False,0,PENDIENTE,2024-11-19,2025-01-11
SOL202504480,307,2025C00307,BEC001,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,3541.73,7,True,0,PENDIENTE,2025-02-01,2025-01-21
SOL202504481,10242,2024C10242,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6245.97,1,False,0,RECHAZADA,2024-12-20,2025-01-05
SOL202504482,1342,2025B01342,BEC001,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,10098.76,1,False,0,EN_REVISION,2025-02-21,2025-03-03
SOL202504483,1349,2024C01349,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,19746.22,4,False,0,APROBADA,2024-11-26,2025-03-14
SOL202504484,1101,2024C01101,BEC003,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,10206.37,2,False,0,PENDIENTE,2025-01-06,2025-01-06
SOL202504485,4483,2025C04483,BEC001,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,12978.88 ,1,False,0,RECHAZADA,2024-12-14,2025-02-06
SOL202504486,2286,2024C02286,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,8859.18,4,True,0,EN_REVISION,2024-12-04,2025/02/16
SOL202504487,3148,2024C03148,BEC004,2024CC,Quiero ser el primero en mi familia en terminar una carrera,16174.67,4,False,0,CANCELADA,2025-01-13,10-01-2025
SOL202504488,6945,2023C06945,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7449.32,4,False,0,APROBADA,2025-01-29,2025-01-13
SOL202504489,6026,2024A06026,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,9136.36,5,False,0,EN_REVISION,2025-01-25,2025-02-18
SOL202504490,190,2022C00190,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,5447.79,4,False,0,RECHAZADA,2024-11-18,2025-01-03
SOL202504491,4283,2024C04283,BEC002,2025CA,Quiero ser el primero en mi familia en terminar una carrera,-,2,True,30,RECHAZADA,2024-11-29,2025-01-11
SOL202504492,1921,2020C01921,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,10715.55,5,False,0,RECHAZADA,2025-02-19,2025-01-21
SOL202504493,2824,2021B02824,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,6539.04,2,False,0,APROBADA,2024-12-31,11 Mar 2025
SOL202504494,5239,2018B05239,BEC004,2024CC,Mi situación económica ha empeorado considerablemente,2869.29,5,False,0,APROBADA,2025-01-03,2025-02-01
SOL202504495,2537,2023B02537,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,11496.35,5,True,0,APROBADA,2024-11-02,2025-01-05
SOL202504496,7755,2022C07755,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,7192.83,4,False,0,APROBADA,2024-11-20,2025-02-01
SOL202504497,3378,2024B03378,BEC002,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,5532.41,4,False,0,EN_REVISION,2025-01-04,2025-03-09
SOL202504498,3889,2023B03889,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,6474.51,3,True,40,APROBADA,2025-02-10,2025-01-15
SOL202504499,9136,2018A09136,BEC002,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,18157.82,3,True,40,PENDIENTE,2024-12-04,2025-02-17
SOL202504500,7056,2024B07056,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,11545.6,3,False,0,PENDIENTE,2024-11-22,2025-02-23
SOL202504501,9592,2024A09592,BEC002,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,18697.27,3,True,48,PENDIENTE,2024-12-25,2025-02-19
SOL202504502,1312,2022C01312,BEC003,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,4482.48,3,False,0,APROBADA,2025-02-24,2025-03-07
SOL202504503,409,2024C00409,BEC002,2024CC,Necesito apoyo económico para continuar mis estudios,4806.51,1,False,0,RECHAZADA,2024-11-01,2025-02-14
SOL202504504,8010,2021C08010,BEC003,2024CC,Vivo  lejos  de  la  escuela  y  el  gasto  de  transporte  es  muy  alto,24581.13,2,False,0,PENDIENTE,2025-01-16,2025-01-14
SOL202504505,5595,2022A05595,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,11336.54,4,False,0,CANCELADA,2024-11-22,2025-02-10
SOL202504506,156,2024C00156,BEC003,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,9395.83,5,True,40,EN_REVISION,2025-02-01,2025-01-01
SOL202504507,4580,2022C04580,BEC002,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7124.62,3,True,20,APROBADA,2024-11-22,2025-02-14
SOL202504508,9193,2021B09193,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,5097.14,3,False,0,APROBADA,2024-11-17,2025-01-19
SOL202504509,8108,2021B08108,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,16034.27,1,True,20,PENDIENTE,2025-01-29,2025-01-29
SOL202504510,9347,2024C09347,BEC002,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,12968.76,2,False,0,PENDIENTE,2024-11-24,2025-03-11
SOL202504511,7038,2024B07038,BEC002,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,13608.27,1,True,48,EN_REVISION,2024-12-30,2025-02-06
SOL202504512,4603,2023B04603,BEC002,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,9431.24,3,True,0,RECHAZADA,2024-11-11,2025-01-22
SOL202504513,9856,2024C09856,BEC002,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,8275.2,6,False,0,PENDIENTE,2024-12-20,2025/03/03
SOL202504514,6105,2025B06105,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,11385.43,4,False,0,APROBADA,2025-01-01,2025-01-09
SOL202504515,7140,2023B07140,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,2673.87,3,False,0,PENDIENTE,2024-12-25,2025-02-14
SOL202504516,7681,2021B07681,BEC003,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,6146.71,5,True,20,APROBADA,2024-11-26,2025-01-31
SOL202504517,6895,2023A06895,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,5498.39,5,True,48,EN_REVISION,2024-11-16,2025-01-23
SOL202504518,2821,2020B02821,BEC002,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,12872.77,5,False,0,EN_REVISION,2025-02-27,2025-03-03
SOL202504519,1295,2021A01295,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7514.05,4,True,25,APROBADA,2024-11-19,2025-01-30
SOL202504520,3764,2024A03764,BEC002,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,16737.44,4,True,35,EN_REVISION,2024-12-07,2025-02-06
SOL202504521,9597,2024C09597,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,5608.81,2,True,48,RECHAZADA,2025-02-24,2025-02-06
SOL202504522,7793,2020B07793,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,6172.42,4,True,20,PENDIENTE,2025-02-10,2025-01-07
SOL202504523,7384,2022C07384,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,7488.63,2,True,48,EN_REVISION,2025-02-18,2025-01-17
SOL202504524,9130,2025C09130,BEC001,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,36335.88,1,True,30,RECHAZADA,2024-12-09,2025-02-27
SOL202504525,3324,2024A03324,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,29104.79,3,True,40,APROBADA,2025-02-09,2025-01-15
SOL202504526,491,2021C00491,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,4911.19,3,False,0,PENDIENTE,2024-12-02,2025-03-07
SOL202504527,7169,2019B07169,BEC003,2024CC,Soy el sosten de mi familia y necesito apoyo para seguir estudiando,5872.06,3,True,0,APROBADA,2024-12-24,2025-01-13
SOL202504528,486,2024B00486,BEC004,2025CA, Quiero ser el primero en mi familia en terminar una carrera,16515.33,6,True,20,PENDIENTE,2025-02-15,2025-01-18
SOL202504529,7959,2021B07959,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,5774.59,4,True,0,EN_REVISION,2025-02-11,2025-01-27
SOL202504530,1579,2023A01579,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,5489.7,2,True,0,APROBADA,2025-02-14,2025-01-03
SOL202504531,5089,2018C05089,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,8047.95,3,False,0,PENDIENTE,2025-02-19,25 Jan 2025
SOL202504532,7104,2020A07104,BEC002,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,18870.07,6,True,20,APROBADA,2025-01-15,2025-02-09
SOL202504533,5741,2021A05741,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,8756.91,6,NO,10,APROBADA,2025-01-01,2025-01-24
SOL202504534,7275,2019C07275,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,11825.38,4,False,0,APROBADA,2025-02-15,2025/01/09
SOL202504535,254,2024C00254,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,3685.89,3,False,0,PENDIENTE,2025-01-24,2025-01-28
SOL202504536,2999,2024B02999,BEC004,2024CC,Trabajo  medio  tiempo  y  aún  así  no  me  alcanza  para  cubrir  gastos  escolares,3874.03,3,True,0,APROBADA,2024-12-25,2025-02-15
SOL202504537,6116,2023A06116,BEC003,2025CA,Mi situación económica ha empeorado considerablemente,N/A,2,False,0,APROBADA,2024-11-09,2025-01-22
SOL202504538,1805,2025B01805,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,19077.51,2,True,30,APROBADA,2025-01-27,2025-02-14
SOL202504539,4825,2020A04825,BEC004,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6149.44,2,False,0,RECHAZADA,2024-12-26,2025-01-31
SOL202504540,2606,2018B02606,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,6297.07,1,False,0,EN_REVISION,2024-12-02,2025-01-21
SOL202504541,6822,2024B06822,BEC004,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,4954.46,5,True,0,EN_REVISION,2025-01-28,2025-01-31
SOL202504542,6483,2020C06483,BEC003,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5703.05,1,True,20,EN_REVISION,2024-12-19,2025-03-04
SOL202504543,2697,2019C02697,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,11464.37,4,False,0,RECHAZADA,2024-11-29,2025-03-11
SOL202504544,1233,2022C01233,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,6560.53,1,False,0,EN_REVISION,2025-02-03,2025-02-17
SOL202504545,5431,2023B05431,BEC002,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,18242.95,6,True,30,APROBADA,2024-11-14,2025-01-27
SOL202504546,9637,2025C09637,BEC003,2025CA,Mi situación económica ha empeorado considerablemente,15488.7,6,si,48,EN_REVISION,2025-02-09,2025-02-21
SOL202504547,1763,2022C01763,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,3593.43,2,True,40,RECHAZADA,2024-12-28,2025-02-04
SOL202504548,8931,2021A08931,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,14103.9,1,False,0,EN_REVISION,2025-01-16,2025-01-24
SOL202504549,8131,2023B08131,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,23238.44,1,,10,PENDIENTE,2025-02-19,2025-01-12
SOL202504550,6248,2022C06248,BEC003,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,12748.12,2,True,10,PENDIENTE,2025-01-06,2025-02-12
SOL202504551,3160,2023B03160,BEC002,2024CC,Necesito apoyo económico para continuar mis estudios,21808.48,6,True,25,APROBADA,2024-11-29,2025-03-07
SOL202504552,3763,2023C03763,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,2500,3,False,0,RECHAZADA,2024-12-12,2025-03-11
SOL202504553,8761,2021B08761,BEC003,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,11143.18,3,False,0,CANCELADA,2025-01-15,2025-02-14
SOL202504554,8219,2020A08219,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,7461.62,4,True,15,PENDIENTE,2025-02-19,2025-01-08
SOL202504555,10311,2024B10311,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,7811.64,2,False,0,APROBADA,2025-02-24,2025-01-19
SOL202504556,5528,2023B05528,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,5147.72,3,False,0,CANCELADA,2025-01-04,2025-03-02
SOL202504557,4179,2023C04179,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,9282.1,3,True,20,APROBADA,2024-11-05,2025-01-10
SOL202504558,6249,2022B06249,BEC002,2024CC,Mi situación económica ha empeorado considerablemente,6900.55,4,False,0,APROBADA,2025-01-17,2025-02-01
SOL202504559,955,2023B00955,BEC004,2024CC,Quiero ser el primero en mi familia en terminar una carrera,3486.32,8,False,0,RECHAZADA,2025-01-27,2025-02-19
SOL202504560,6198,2021C06198,BEC002,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,5496.13,1,True,10,RECHAZADA,2025-02-10,2025-01-19
SOL202504561,2313,2022B02313,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,12057.34,3,False,0,RECHAZADA,2025-02-11,2025-01-03
SOL202504562,8602,2021B08602,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,10213.0,3,False,0,RECHAZADA,2024-12-21,2025-01-13
SOL202504563,8260,2023A08260,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,6043.12,2,False,0,APROBADA,2024-12-21,2025-01-26
SOL202504564,1323,2023B01323,BEC004,2024CC, Tengo buen promedio y quiero mantener mi beca por méritos,12739.37,1,True,35,APROBADA,2024-11-14,2025-01-21
SOL202504565,8686,2019A08686,BEC002,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,7529.86,3,False,0,EN_REVISION,2024-12-16,2025-01-23
SOL202504566,3698,2022A03698,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5723.23,2,False,0,RECHAZADA,2025-01-16,2025-02-11
SOL202504567,6304,2019C06304,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,6166.83,5,True,30,RECHAZADA,2024-12-20,2025-02-03
SOL202504568,2226,2025C02226,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,-,3,False,0,RECHAZADA,2024-11-29,2025-01-18
SOL202504569,5668,2022A05668,BEC003,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,6494.92,3,True,48,EN_REVISION,2025-01-05,2025-03-13
SOL202504570,9406,2019A09406,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,6741.96,7,True,25,EN_REVISION,2024-12-20,2025-02-22
SOL202504571,1169,2021A01169,BEC002,2024CC,Necesito apoyo económico para continuar mis estudios,4403.88,3,True,15,PENDIENTE,2025-01-15,2025-03-05
SOL202504572,7109,2018A07109,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,18997.57,5,False,0,PENDIENTE,2025-02-01,2025-01-23
SOL202504573,8545,2021A08545,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,5993.76,5,False,0,EN_REVISION,2024-12-30,2025-01-24
SOL202504574,1741,2025B01741,BEC003,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,14158.93,2,False,0,PENDIENTE,2025-01-30,2025-01-26
