SID,CP_ESTUDIANTE,CP_INSTITUCION,DISTANCIA_KM,METODO_CALCULO,FUENTE_DATOS,FECHA_ACT
4166,14100,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-29
4167,52240,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
4168,09910,06040,32.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-03
4169,08700,06040,23.5,GEODESICA_CP,SEPOMEX_2024,2025-01-26
4170,53340,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-31
4171,34255,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-26
4172,55190,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-15
4173,06840,06040,9.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-29
4174,35990,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-28
4175,09280,06040,26.5,GEODESICA_CP,SEPOMEX_2024,2024-12-30
4176,09620,06040,29.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-05
4177,55248,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-13
4178,01010,06040,43.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
4179,09050,06040,25.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-05
4180,09730,06040,31.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-30
4181,54264,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-26
4182,55425,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
4183,06010,06040,4.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-31
4184,46527,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-09
4185,14610,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-12
4186,14430,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-15
4187,56359,06040,0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-15
4188,11100,06040,44.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-23
4189,10800,06040,41.5,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-03
4190,56225,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4191,54230,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-19
4192,03400,06040,24.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4193,09510,06040,30.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-13
4194,09560,06040,31.8,GEODESICA_CP,SEPOMEX_2024,2025-01-20
4195,14210,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
4196,15520,06040,45.0 ,GEODESICA_CP,INEGI_DENUE_2024,2024-12-30
4197,54378,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-02
4198,13200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-28
4199,11580,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-22
4200,14500,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-24
4201,50180,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-09
4202,09630,06040,31.3,GEODESICA_CP,INEGI_DENUE_2024,2024-12-26
4203,11200,06040,43.7,GEODESICA_CP,SEPOMEX_2024,2024-12-23
4204,13050,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-01
4205,01070,06040,42.5,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-01
4206,56246,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-14
4207,50080,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-17
4208,13600,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-21
4209,09020,06040,28.1,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
4210,14735,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-13
4211,14740,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-14
4212,15820,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-14
4213,09340,06040,29.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-24
4214,11850,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-29
4215,07200,06040,14.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-31
4216,34313,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-21
4217,14270,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-16
4218,09010,06040,28.3,GEODESICA_CP,SEPOMEX_2024,2025-01-21
4219,13278,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-07
4220,11810,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-22
4221,55260,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-31
4222,15050,06040,NULL,GEODESICA_CP,INEGI_DENUE_2024,2024-12-01
4223,14250,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-07
4224,10800,06040,41.9,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-04
4225,15890,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-04
4226,06840,06040,8.5,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
4227,13360,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-28
4228,14420,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
4229,07000,06040,9.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-10
4230,01040,06040,43.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-30
4231,55010,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
4232,11410,06040,44.5,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-04
4233,05020,06040,9.1,GEODESICA_CP,SEPOMEX_2024,2025-01-19
4234,55349,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-17
4235,10200,06040,36.8,GEODESICA_CP,SEPOMEX_2024,2024-12-30
4236,06140,06040,1.3,GEODESICA_CP,SEPOMEX_2024,2025-01-21
4237,09240,06040,30.5,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-29
4238,53126,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-20
4239,04310,06040,18.1,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-16
4240,35050,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-09
4241,06900,06040,8.6,GEODESICA_CP,SEPOMEX_2024,2024-12-16
4242,09800,06040,32.7,GEODESICA_CP,SEPOMEX_2024,2024-12-31
4243,54200,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-04
4244,89742,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-23
4245,05110,06040,8.5,GEODESICA_CP,INEGI_DENUE_2024,2024-12-07
4246,09030,06040,26.8,GEODESICA_CP,SEPOMEX_2024,2025-01-22
4247,53150,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
4248,04010,06040,19.8,GEODESICA_CP,SEPOMEX_2024,2024-12-29
4249,09520,06040,28.4,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-27
4250,13500,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-09
4251,15300,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-03
4252,09240,06040,28.3,GEODESICA_CP,SEPOMEX_2024,2025-01-26
4253,09850,06040,34.8,GEODESICA_CP,SEPOMEX_2024,2025-01-23
4254,13300,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-22
4255,15100,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-08
4256,54290,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4257,13400,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4258,09856,06040,33.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-17
4259,15870,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-08
4260,55067,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4261,50090,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-14
4262,09000,06040,24.5,GEODESICA_CP,INEGI_DENUE_2024,2024-12-17
4263,02010,06040,35.8,GEODESICA_CP,INEGI_DENUE_2024,2025-01-26
4264,16035,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-08
4265,09560,06040,32.4,GEODESICA_CP,INEGI_DENUE_2024,2025-01-28
4266,01050,06040,41.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
4267,53200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
4268,14735,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
4269,52159,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-07
4270,09830,06040,31.3,GEODESICA_CP,SEPOMEX_2024,2024-12-04
4271,03023 ,06040,28.6,GEODESICA_CP,SEPOMEX_2024,2024-12-23
4272,15530,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-04
4273,14430,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-08
4274,94077,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-03
4275,11580,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-08
4276,54030,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
4277,15360,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-08
4278,05120,06040,11.9,GEODESICA_CP,INEGI_DENUE_2024,2024-12-13
4279,09030,06040,27.1,GEODESICA_CP,SEPOMEX_2024,2024-12-24
4280,55067,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
4281,14300,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
4282,06600,06040,7.8,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-05
4283,04300,06040,16.9,GEODESICA_CP,INEGI_DENUE_2024,2024-12-10
4284,,06040,30.2,GEODESICA_CP,INEGI_DENUE_2024,2025-01-06
4285,60959,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-12
4286,14390,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4287,12300,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-17
4288,11860,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-18
4289,81752,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-30
4290,56158,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-13
4291,15330,06040,N/A,GEODESICA_CP,SEPOMEX_2024,2024-12-06
4292,15400,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-04
4293,09320,06040,31.2,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
4294,15700,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-02
4295,15380,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-19
4296,11040,06040,42.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-25
4297,15380,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-26
4298,08300,06040,23.0,GEODESICA_CP,SEPOMEX_2024,2025-01-23
4299,01030,06040,43.0,GEODESICA_CP,SEPOMEX_2024,2024-12-30
4300,15430,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-27
4301,54320,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-16
4302,54380,06040,0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
4303,14610,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-05
4304,09750,06040,30.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
4305,11000,06040,40.7,GEODESICA_CP,INEGI_DENUE_2024,2025-01-25
4306,55310,06040,NULL,GEODESICA_CP,SEPOMEX_2024,2025-01-31
4307,08000,06040,18.9,GEODESICA_CP,SEPOMEX_2024,2025-01-30
4308,56337,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
4309,15370,06040,,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-02
4310,16060,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-01
4311,09210,06040,27.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-04
4312,16050,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4313,04000,06040,19.8,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
4314,13050,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-25
4315,04040,06040,19.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-16
4316,56337,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
4317,21315,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4318,55384,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-14
4319,76796,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-25
4320,09420,06040,28.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-24
4321,14070,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-09
4322,10500,06040,37.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-27
4323,02010,06040,35.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-14
4324,03010,06040,26.1,GEODESICA_CP,INEGI_DENUE_2024,2024-12-30
4325,03300,06040,25.4,GEODESICA_CP,SEPOMEX_2024,2025-01-18
4326,77351,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-02
4327,11500,06040,44.2,GEODESICA_CP,SEPOMEX_2024,2024-12-04
4328,06300,06040,2.7,GEODESICA_CP,SEPOMEX_2024,2024-12-27
4329,55420,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
4330,,06040,30.6,GEODESICA_CP,INEGI_DENUE_2024,2025-01-16
4331,0802,06040,19.4,GEODESICA_CP,SEPOMEX_2024,2025-01-13
4332,09020,06040,26.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-26
4333,11000,06040,43.7,GEODESICA_CP,SEPOMEX_2024,2024-12-03
4334,15040,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4335,80180,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-30
4336,55110,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-08
4337,65739,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
4338,14418 ,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
4339,16035,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-01
4340,08020,06040,19.7,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-20
4341,11200,06040,42.6,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4342,09050,06040,27.2,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-02
4343,09010,06040,26.7,GEODESICA_CP,SEPOMEX_2024,2025-01-18
4344,50110,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-11
4345,14000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-03
4346,15380,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4347,45378,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-17
4348,13040,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4349,14100,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-14
4350,08030,06040,20.8,GEODESICA_CP,INEGI_DENUE_2024,2025-01-16
4351,52184,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-18
4352,55409,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-21
4353,52100,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-03
4354,12300,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-08
4355,09080,06040,25.4,GEODESICA_CP,INEGI_DENUE_2024,2025-01-23
4356,05010,06040,11.6,GEODESICA_CP,INEGI_DENUE_2024,2025-01-27
4357,56356,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-29
4358,55264,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-21
4359,23464,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-05
4360,5613,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-21
4361,,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-06
4362,11590,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-15
4363,69511,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-14
4364,07000,06040,11.2,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4365,03400,06040,23.2,GEODESICA_CP,INEGI_DENUE_2024,2025-01-04
4366,14630,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-21
4367,13000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-19
4368,01000,06040,41.4,GEODESICA_CP,INEGI_DENUE_2024,2024-12-31
4369,56170,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-06
4370,07500,06040,14.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-31
4371,56000,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-01
4372,06140,06040,4.7,GEODESICA_CP,SEPOMEX_2024,2024-12-27
4373,06140,06040,4.3,GEODESICA_CP,INEGI_DENUE_2024,2024-12-29
4374,15100,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-23
4375,15200,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
4376,56260,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-13
4377,10200,06040,35.0,GEODESICA_CP,SEPOMEX_2024,2024-12-09
4378,56000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-31
4379,55339,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-12
4380,15440,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-01
4381,29562,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-31
4382,14080,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
4383,55249,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-09
4384,52150,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-17
4385,14320,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-23
4386,06300,06040,6.2,GEODESICA_CP,INEGI_DENUE_2024,2024-12-14
4387,15440,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-06
4388,14630,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-16
4389,15080,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-03
4390,97193,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-21
4391,11540,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
4392,15400,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-06
4393,09780,06040,31.7,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4394,54020,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-30
4395,55040,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-22
4396,15410,06040,0,GEODESICA_CP,SEPOMEX_2024,2024-12-14
4397,14710,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-18
4398,06140,06040,5.7,GEODESICA_CP,INEGI_DENUE_2024,2025-01-03
4399,12200,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-15
4400,16035,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-01
4401,15810,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-18
4402,08000,06040,16.8,GEODESICA_CP,INEGI_DENUE_2024,2024-12-28
4403,13100,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-20
4404,13080 ,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-14
4405,09540,06040,30.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-08
4406,03400,06040,24.9,GEODESICA_CP,INEGI_DENUE_2024,2025-01-04
4407,10800,06040,39.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-04
4408,54000,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
4409,07060,06040,11.7,GEODESICA_CP,SEPOMEX_2024,2025-01-09
4410,15390,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-06
4411,16060,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-17
4412,11600,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-29
4413,01050,06040,41.1,GEODESICA_CP,INEGI_DENUE_2024,2024-12-26
4414,56247,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-02-01
4415,13020,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-27
4416,35449,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
4417,01060,06040,44.4,GEODESICA_CP,SEPOMEX_2024,2024-12-25
4418,09910,06040,35.3,GEODESICA_CP,SEPOMEX_2024,2024-12-11
4419,11450,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-15
4420,11540,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-31
4421,14200,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-25
4422,55080,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-22
4423,08200,06040,20.9,GEODESICA_CP,INEGI_DENUE_2024,2025-01-27
4424,54310,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-06
4425,09560,06040,32.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-18
4426,09210,06040,26.8,GEODESICA_CP,SEPOMEX_2024,2025-01-15
4427,09030,06040,26.8,GEODESICA_CP,INEGI_DENUE_2024,2025-01-16
4428,01050,06040,41.5,GEODESICA_CP,INEGI_DENUE_2024,2025-01-10
4429,55190,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-26
4430,03200,06040,24.3,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-10
4431,12100,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-29
4432,55398,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-15
4433,11700,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-28
4434,56110,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-31
4435,56227,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-14
4436,54378,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-17
4437,55027,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-15
4438,11570,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-14
4439,12000,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-12
4440,93306,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-21
4441,56323,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
4442,09080,06040,25.7,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4443,14400,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-31
4444,52270,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-20
4445,48857,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-04
4446,56297,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-10
4447,55028,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-21
4448,09720,06040,33.8,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-27
4449,10000,06040,36.5,GEODESICA_CP,INEGI_DENUE_2024,2025-01-16
4450,06170,06040,2.5,GEODESICA_CP,SEPOMEX_2024,2024-12-07
4451,53210,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-22
4452,11300,06040,44.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-18
4453,15900,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-22
4454,13200,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-25
4455,14250,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-15
4456,15540,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-02-01
4457,09310,06040,28.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-07
4458,09750,06040,32.5,GEODESICA_CP,INEGI_DENUE_2024,2025-01-07
4459,1407,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-11
4460,15830,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-01
4461,54350,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-27
4462,05100,06040,10.7,GEODESICA_CP,INEGI_DENUE_2024,2024-12-19
4463,15830,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-18
4464,06000,06040,4.3,GEODESICA_CP,SEPOMEX_2024,2024-12-07
4465,72604,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-02
4466,09920,06040,35.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-30
4467,5634,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-07
4468,08010,06040,18.1,GEODESICA_CP,INEGI_DENUE_2024,2025-01-19
4469,06020,06040,0.8,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-08
4470,11020,06040,41.6,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-07
4471,11490,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-03
4472,15480,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-04
4473,09240,06040,30.4,GEODESICA_CP,SEPOMEX_2024,2025-01-16
4474,14410,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2024-12-06
4475,14620,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2024-12-24
4476,77076,06040,45.0,GEODESICA_CP,INEGI_MARCO_GEO_2024,2025-01-12
4477,55025,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-01-03
4478,16030,06040,45.0,GEODESICA_CP,SEPOMEX_2024,2025-02-01
4479,15050,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-01-19
4480,07500,06040,16.6,GEODESICA_CP,INEGI_DENUE_2024,2024-12-28
4481,07050,06040,12.7,GEODESICA_CP,INEGI_DENUE_2024,2025-01-13
4482,14100,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2024-12-16
4483,01080,06040,42.8,GEODESICA_CP,SEPOMEX_2024,2025-01-29
4484,14610,06040,45.0,GEODESICA_CP,INEGI_DENUE_2024,2025-02-01
